  GIMNAZJUM          MARYNARZ         FALBANKA         EDUKACJA
     Drzewo               Biuro               Woda                 Program


    eineizyrG             alkeT            zciweikneiS                3pM
      zyrgZ            akconarboD             adoW                   rotkeL
   antsU amaJ             oicuG               łutyT                  oidaR
    ywonozrT            ikcedoW                eoN                  akżąisK
       bąZ                akjaB             ikzdewzS                ćahcułS

    ZCAKEIS         AJAM AKŁÓZCZSP           POTOP              KOOBOIDUA
     ŚMIECH              MALBORK                  PIS            HONOLULU

     Radość                Zamek                Bliźniacy           Plaża
   Rozbawienie            Krzyżacy             Gosiewski           Morze
      Żart                 Miasto                Partia              Usa
     Emocje                Cegła               Kaczyńscy           Stolica
     Beczka               Pomorze             Ugrupowanie          Hawaje


    anyzumiL             aknozamA               wehcraM             kurK
       otuA                akezR               akzsurteiP           akorS
      ćizoW                 tpigE               ćawotoG            anrazC
    akwóskaT                atleD                 apuZ             leigęW
    acworeiK               akyrfA               awyzraW              katP

     REFOZS                 LIN             ANZYZCZSOŁW           ANORW


       ZUS               PODATEK            STRAŻ OGNIOWA          ZGAGA

      Starość               Vat                 Drezyna             Manti
   Ubezpieczenie        Dochodowy                Pożar            Pieczenie
       Renta          Urząd Skarbowy              Wóz              Przełyk
    Emerytura             Akcyza                Remiza             Żołądek
     Składka                Pit                  Gasić          Nadkwaśność


     akżąisK         acredroM ynjyreS         ainhczreiwoP           hceP
       skeS               nydnoL                  nolaB            dąsezrP
      eidnI               acjóbaZ                ezroM              rorroH
     ejcyzoP           teiboK ikołwZ           yndoW roT        eicsęzczseiN
    żatkurtsnI             araifO                awałP         aindogyT ńeizD

   ARTUSAMAK        ZCAWURPZOR ABUK              AJOB        OGETSANYZRT KETĄIP


  WYLICZANKA        PSEUDONIM ARTYSTYCZNY     ZAMIESZKI           JAROCIN

    Entliczek              Inny              Demonstracja          Miasto
     Zabawa               Ukrycie                Tłum         Festiwal Rockowy
      Dzieci             Nazwisko              Protest        Polski Woodstock
   Rymowanka           Bolesław Prus            Policja            Poznań
     Ene Due               Autor                Ludzie          Wielkopolskie


       arG               einadałkaZ             lohoklA              ćąiC
       taK                  liforP              anyrtyC           eizdęzraN
      runzS               ezdąineiP                lóS             rejzyrF
    ceinazakS              welezrP              kyskeM             drawdE
     ćazseiW              ewoknaB                akdóW              ysołW

   ACINEIBUZS             OTNOK                ALIUQET           IKZCYŻON


ADAPTACJA FILMOWA      CUDZYSŁÓW             POCZTÓWKA            ETIOPIA

   Na Podstawie         Przenośnia            Widokówka            Afryka
    Scenariusz      Znak Interpunkcyjny         Wyjazd              Głód
     Książka              Ptaszki            Pozdrowienia          Murzyn
     Powieść              Apostrof             Wakacje            Państwo
       Kino                Cytat               Życzenia          Addis Abeba


      reipaP              atsorP                aborohC           akzsalF
    ytnemukoD             awotuA                anźakaZ          aworobyW
     ćawezrgZ             akneiC                 amużD            lohoklA
    ćainwytzsU           anowrezC                suriW              l5,0
       ailoF              akserK                 apyrG             atsyzC

  EINAWONIMAL              AINIL              AIMEDIPE            AKDÓW
KOŁO RATUNKOWE      SNOPOWIĄZAŁKA       OKRĄGŁY STÓŁ        AZALIA

     Pomoc               Zboże                Prl            Kwiaty
    Milionerzy           Żniwa            Król Artur      Różanecznik
      Morze             Maszyna          Lech Wałęsa         Krzew
     Statek              Rolnik          Solidarność      Rododendron
     Tonący             Kombajn            Obrady             Maj


    akrebeŻ             kinwojoW           einezdeJ          tetrawK
    kinjezrG              eizdoŁ             uneM           kezcymS
    einśęiM             aigewroN             sipS          tnemurtsnI
      onkO            aiwanydnakS           renleK           akwótlA
     ołpeiC               conłóP         ajcaruatseR          ynurtS

  REFYROLAK           EIWOGNIKIW         ŃAD ATRAK         ECPYZRKS


 JĘZYK MIGOWY      STANISŁAW WOKULSKI     MEANDER        BENEFICJENT

      Ręce                Lalka           Ornament         Dostawać
     Głuchy           Izabella Łęcka       Zakręt            Korzyść
  Dogadywać Się           Rzecki           Zakole           Zyskiwać
    Niemowa           Bolesław Prus        Koryto          Dotacja Ue
      Gesty            Pozytywizm           Rzeka           Odbiorca


    anawkeS              ksńadG           ikdalokezC        kinoleM
      żyraP             pesywłóP           ezcydołS          aksaL
      ikmaZ                zaG           einawokapO         rutinraG
      akezR            ketsaiwreiP          tnezerP           rotkA
     ajcnarF              nolaB             okłeduP         aidemoK

     ARAOL                LEH           AKREINOBMOB    NILPAHC EILRAHC


  GADU GADU             KRĘGLE          OGRODZENIE           BIDON

   Emotikony           Flinstonowie        Parkan             Napój
    Znajomi                Strike           Płot             Rower
  Komunikator               Gra            Brama             Butelka
   Słoneczko                Kula           Siatka            Kolarz
    Internet              Rzucać            Dom               Rama


 einezdoraN eżoB        owyzceiP           keżotS           ćawułkaN
     owezrD             tnassiorC            nyłP             ynihC
     anilśoR             cyżęisK           abmoB       anlarutaN anycydeM
    kenułacoP           meikaM Z           ćawelW              yłgI
     tyżosaP              akłuB            akletuB     anjycydarT anycydeM

    AŁOIMEJ              LAGOR             KEJEL         ARUTKNUPUKA


   KARAOKE            WITAMINA C        WADEMEKUM       KINO DOMOWE
